Address,Price,Area,Rooms,Expenses_per_sqm,Age of Building,Floor,Floor_Category,District,District_Floor,Elevator,Balcony,Patio,Fireplace,Subway Station,Grocery Store,Gym,Bakery,Latitude,Longitude
Hökmossevägen 30,2550000,42.0,2.0,81.02380952380952,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,746,616,564,809,59.2916584,17.9943489
Ture Wennerholms Torg 4,3650000,61.0,2.0,83.78688524590164,15.0,2.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,270,203,170,99,59.3003605,17.9948006
Kransbindarvägen 18,3570000,47.0,2.0,70.92468085106383,85.0,1.0,Lo,LM-Staden,LM-Staden-Lo,1,0,0,0,453,151,394,332,59.30241809999999,18.0023637
Svandammsvägen 40,8750000,98.6,4.0,66.76470588235294,88.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,1,251,260,368,285,59.3013475,18.0077298
Hökmossevägen 26,2500000,42.0,2.0,81.02380952380952,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,733,601,568,801,59.2917522,17.9945574
Tellusborgsvägen 33,3540000,49.0,2.0,57.857142857142854,75.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,258,272,790,312,59.3041404,18.0127379
Adventsvägen 3,2760000,31.0,1.5,83.08353494623655,7.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,0,0,295,230,310,228,59.3008901,18.0071909
Tonvalsslingan 15,2430000,32.0,2.0,81.15625,1.0,2.0,Lo,Telefonplan,Telefonplan-Lo,0,0,0,0,407,181,57,128,59.2975935,18.0040276
Bäckvägen 59,3050000,46.0,2.0,81.43478260869566,79.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,467,374,448,277,59.30271940000001,17.9973893
Svandammsplan 8,2170000,24.0,1.0,104.20833333333333,84.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,443,41,210,151,59.30078959999999,18.0029264
Bäckvägen 79,3350000,44.5,2.0,85.1685393258427,,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,461,364,301,239,59.3021514,17.9945105
Tellusborgsvägen 70,3275000,40.0,2.0,63.275,85.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,489,11,250,181,59.3011594,18.0033687
Responsgatan 14,4495000,55.2,2.0,73.19036141999368,4.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,1,0,384,84,69,214,59.29665749999999,18.0030007
Tvingvägen 26,1700000,27.0,1.0,63.20833333333333,82.0,2.0,Lo,Hökmossen,Hökmossen-Lo,0,0,0,0,490,329,304,573,59.29390290000001,17.9987056
Radiusbacken 19,6900000,92.0,4.0,56.68478260869565,15.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,494,287,126,115,59.2988703,18.0055789
Tellusborgsvägen 92,2675000,33.0,1.5,72.59847883965531,12.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,258,231,113,83,59.2986728,18.0014302
Pingstvägen 12,4100000,57.0,3.0,82.50877192982456,84.0,1.0,Lo,LM-Staden,LM-Staden-Lo,0,1,0,0,450,134,333,290,59.3016706,18.0010841
Valborgsmässovägen 24,2700000,34.5,2.0,95.44927536231884,84.0,3.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,240,191,256,166,59.29998369999999,17.9993905
Responsgatan 18,2430000,37.0,1.5,70.94350007121747,5.0,5.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,412,146,2,175,59.29709949999999,18.0038945
Tellusborgsvägen 98,6650000,78.0,3.0,68.06776556776556,107.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,253,88,161,170,59.29735109999999,18.0010957
Responsgatan 14,2810000,46.0,2.0,73.19036141999368,5.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,384,84,69,214,59.29665749999999,18.0030007
Responsgatan 18,2625000,46.0,2.0,70.94350007121747,5.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,412,146,2,175,59.29709949999999,18.0038945
Oktobergatan 4A,3175000,36.0,1.5,69.58333333333333,113.0,2.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,300,222,386,300,59.30190839999999,18.0067666
Valsbergs gränd 9,2595000,31.0,1.0,76.51612903225806,88.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,203,204,436,197,59.30017429999999,18.0106152
Responsgatan 14,2745000,46.0,2.0,73.19036141999368,5.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,384,84,69,214,59.29665749999999,18.0030007
Hökmossevägen 24,2520000,42.0,2.0,81.02380952380952,80.0,2.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,708,572,559,784,59.29194859999999,17.9949686
Vattenledningsvägen 71,3350000,39.5,2.0,50.348860759493675,86.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,350,174,271,186,59.30087169999999,18.006189
Radiusbacken 31,4800000,69.0,4.0,76.66666666666667,5.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,0,0,427,248,99,99,59.29823739999999,18.0044817
Fastlagsvägen 25,5850000,68.0,3.0,78.08823529411765,80.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,334,312,550,299,59.3037721,17.9984679
Lm Ericssons väg 20,7600000,85.0,4.0,50.4,2.0,2.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,203,147,154,123,59.29964029999999,17.9947655
Huvudfabriksgatan 6,5400000,79.5,3.0,83.55872160184829,15.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,319,259,121,168,59.30050180000001,17.9936123
Tångvägen 44,3150000,56.0,3.0,73.33928571428571,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,719,645,506,764,59.292005,17.9935857
Cedergrensvägen 44,3720000,51.0,2.0,82.98039215686275,84.0,3.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,306,237,350,102,59.30093849999999,17.9977658
Midsommargränd 2,3585000,45.0,2.0,58.32481021394065,15.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,458,220,91,45,59.29932840000001,18.004737
Tellusborgsvägen 65E,4695000,60.0,2.0,37.88333333333333,15.0,4.0,Mid,Midsommarkransen,Midsommarkransen-Mid,1,1,0,0,404,210,46,39,59.299273,18.0037743
Svandammsvägen 17A,5750000,60.2,3.0,75.64108884363948,85.0,4.0,Mid,Midsommarkransen,Midsommarkransen-Mid,1,1,0,0,88,53,617,7,59.3013018,18.0131373
Bäckvägen 73,3175000,44.5,2.0,85.1685393258427,84.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,432,360,308,205,59.301993,17.9952562
Lötmogatan 5,7550000,91.0,4.0,51.72527472527472,89.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,193,208,732,250,59.303565,18.0124504
Lm Ericssons väg 24,2770000,34.0,1.5,50.411764705882355,2.0,2.0,Lo,Telefonplan,Telefonplan-Lo,1,0,0,0,162,112,178,139,59.29927939999999,17.995053
Nyårsvägen 16,2740000,35.0,2.0,62.57142857142857,77.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,440,284,357,322,59.3028249,17.993877
Oktobergatan 12,3025000,41.0,2.0,65.4390243902439,85.0,1.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,414,163,389,309,59.30233029999999,18.004811
Tellusborgsvägen 90,2730000,37.0,1.5,73.57328186007432,12.0,4.0,Mid,Midsommarkransen,Midsommarkransen-Mid,1,1,0,0,294,251,77,56,59.29883299999999,18.0020192
Snickerigatan 11,6600000,89.0,3.0,64.6067415730337,9.0,6.0,Hi,Telefonplan,Telefonplan-Hi,1,1,0,0,472,418,194,171,59.2991127,17.9889052
Cedergrensvägen 4,8000000,87.0,4.0,79.3569811414639,4.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,356,249,495,330,59.3033533,18.0027914
Cedergrensvägen 38,2920000,35.0,2.0,91.6,,3.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,340,262,369,153,59.30115989999999,17.9985857
Tegelbruksvägen 1,5000000,58.0,2.0,48.10732758620689,95.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,149,122,733,117,59.3021223,18.0145885
Tellusborgsvägen 92,2700000,30.0,1.5,72.59847883965531,12.0,6.0,Hi,Telefonplan,Telefonplan-Hi,1,1,0,0,258,231,113,83,59.2986728,18.0014302
Cedergrensvägen 28,2800000,35.0,1.0,87.05438596491229,84.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,1,0,0,440,194,376,267,59.3018423,18.0000717
Fastlagsvägen 46,2810000,45.0,2.0,57.286206896551725,32.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,344,206,273,420,59.3035271,17.9928136
Trettondagsvägen 10,8050000,102.0,4.0,67.2156862745098,85.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,251,194,288,140,59.3002224,17.9989911
Responsgatan 36,2556000,32.0,2.0,81.79840067340068,1.0,5.0,Mid,Telefonplan,Telefonplan-Mid,1,0,0,0,361,133,58,126,59.2974559,18.0031599
Bäckvägen 52,3900000,62.0,3.0,60.354838709677416,81.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,392,363,526,346,59.30323689999999,17.9983119
Tångvägen 30,2610000,45.0,2.0,69.71111111111111,80.0,2.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,608,527,509,696,59.29282139999999,17.9953434
Nioörtsvägen 28C,3000000,62.5,2.0,79.2836129032258,51.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,200,163,726,121,59.3011988,18.0153006
Midsommarvägen 48,4200000,53.0,2.0,85.56603773584905,80.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,279,267,314,238,59.30062090000001,18.0077566
Responsgatan 12,3250000,54.0,2.0,68.34034290044521,5.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,380,69,96,237,59.29645899999999,18.0027115
Pingstvägen 44,3035000,35.0,2.0,91.6,84.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,347,275,331,121,59.3013316,17.9969935
Vattenledningsvägen 61,3650000,48.0,2.0,91.97916666666667,111.0,1.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,0,253,260,397,312,59.3017517,18.0075873
Responsgatan 14,2395000,34.0,1.0,73.19036141999368,5.0,2.0,Lo,Telefonplan,Telefonplan-Lo,0,1,0,0,384,84,69,214,59.29665749999999,18.0030007
Tångvägen 22,2700000,42.5,2.0,74.70588235294117,80.0,1.0,Lo,Hökmossen,Hökmossen-Lo,0,0,0,0,522,465,464,629,59.29356250000001,17.9959245
Tångvägen 23,2610000,42.5,,80.09411764705882,80.0,2.0,Lo,Hökmossen,Hökmossen-Lo,0,0,0,0,620,497,480,722,59.29267429999999,17.9959391
Responsgatan 14,4315000,71.0,3.0,73.19036141999368,5.0,6.0,Hi,Telefonplan,Telefonplan-Hi,1,1,0,0,384,84,69,214,59.29665749999999,18.0030007
Midsommarvägen 17,3800000,53.0,3.0,80.71269296740995,80.0,4.0,Mid,Midsommarkransen,Midsommarkransen-Mid,0,1,0,0,185,199,413,210,59.3006559,18.009769
Valborgsmässovägen 12,2700000,34.5,2.0,95.44927536231884,,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,355,135,238,216,59.3006717,18.0009776
Tellusborgsvägen 75,3000000,39.0,2.0,63.67222530448337,14.0,2.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,311,176,104,58,59.29810490000001,18.0024547
Radiusbacken 31,3100000,45.0,2.0,76.66666666666667,6.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,427,248,99,99,59.29823739999999,18.0044817
Cedergrensvägen 34,2770000,35.0,2.0,91.6,,1.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,373,236,368,191,59.30139319999999,17.9990736
Midsommarvägen 14,3350000,44.0,2.0,74.1375,85.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,109,89,564,65,59.3009022,18.0124703
Borrvägen 18,2800000,53.5,3.0,79.53271028037383,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,536,425,404,667,59.29340140000001,17.9970074
Midsommarvägen 80,3050000,40.0,2.0,80.99940476190476,80.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,461,172,139,56,59.2998704,18.0049275
Fastlagsvägen 32,5140000,64.0,3.0,68.84375,75.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,389,268,459,355,59.3037539,17.9967831
Midsommargränd 2,4550000,56.0,2.5,58.32481021394065,15.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,1,0,458,220,91,45,59.29932840000001,18.004737
Responsgatan 14,3300000,46.0,2.0,73.19036141999368,5.0,6.0,Hi,Telefonplan,Telefonplan-Hi,0,1,0,0,384,84,69,214,59.29665749999999,18.0030007
Bäckvägen 80,3425000,47.0,2.0,72.57446808510639,82.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,464,339,297,286,59.3023176,17.993517
Midsommarvägen 25,3120000,44.0,2.0,79.72727272727273,81.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,312,315,292,231,59.2998732,18.0081384
Radiusbacken 49,2600000,39.0,2.0,63.846153846153854,4.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,464,289,116,130,59.2984136,18.0051369
Tellusgatan 4C,2850000,46.0,2.0,82.3695652173913,2.0,1.0,Lo,Telefonplan,Telefonplan-Lo,1,0,1,0,371,374,211,115,59.29803709999999,17.9904915
Tellusgången 34,3895000,61.0,2.0,69.90500785986976,9.0,5.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,455,402,208,159,59.29869910000001,17.9890623
Vattenledningsvägen 42B,6980000,80.5,3.0,62.296662806611224,112.0,1.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,192,230,534,278,59.3027085,18.0090985
Ringdansvägen 1F,11000000,114.0,4.0,64.10526315789474,113.0,2.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,270,257,416,330,59.3020576,18.0073006
Responsgatan 12,2550000,34.0,1.0,68.34034290044521,5.0,2.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,380,69,96,237,59.29645899999999,18.0027115
Tegelbruksvägen 8C,6775000,80.0,3.0,52.262499999999996,90.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,194,179,786,189,59.30281830000001,18.0148654
Pingstvägen 27,3600000,51.0,2.0,82.98039215686275,84.0,3.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,331,260,344,114,59.30118390000001,17.9974177
